##卡牌表																																						
##[SC]卡牌编号	[C]卡牌名称	[C]小卡牌图片	[C]大卡牌图片	[C]职业图标	[C]职业底框	[SC]星级	[SC]职业	[C]小卡牌边框	[C]大卡牌边框	[C]职业图标(按钮）	[C]获得来源	[SC]所需领导力	[SC]升级经验类型	[SC]等级上限	[SC]生命基数	[SC]生命系数A	[SC]生命系数B	[SC]基础攻击值	[SC]攻击系数A	[SC]攻击系数B	[SC]高级技能编号	[SC]被动技能编号	[SC]队长技能编号	[SC]合成经验基数	[SC]出售价格基数	[S]暴击值	[S]命中值	[S]闪避值	[S]物攻修正	[S]法攻修正	[S]治疗修正	[S]所受物伤修正	[S]所受法伤修正	[S]所受治疗修正	[S]仇恨修正	[S]普通技能编号	[S]暴击伤害修正	[C]强化等级
int	string	string	string	string	string	int	int	string	string	string	string	int	int	int	int	float	float	int	float	float	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	string	int	int
4807	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4808	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4809	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4810	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4811	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4812	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4813	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4814	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4815	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4816	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4817	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4818	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4819	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4820	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4821	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4822	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4823	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4824	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4825	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4826	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4827	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4828	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4829	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4830	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4831	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4832	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4833	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4834	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4835	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4836	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4837	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4838	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4839	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4840	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4841	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4842	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4843	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4844	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4845	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4846	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4847	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4848	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4849	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4850	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4851	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4852	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4853	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4854	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4855	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4856	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4857	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4858	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4859	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4860	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4861	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4862	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4863	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4864	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4865	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4866	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4867	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4868	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4869	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4870	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4871	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4872	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4873	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4874	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4875	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4876	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4877	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4878	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4879	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4880	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4881	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4882	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4883	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4884	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4885	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4886	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4887	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4888	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4889	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4890	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4891	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4892	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4893	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4894	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4895	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4896	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4897	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4898	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4899	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4900	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4901	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4902	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4903	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4904	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4905	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4906	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4907	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4908	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4909	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4910	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4911	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4912	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4913	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4914	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4915	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4916	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4917	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4918	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4919	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4920	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4921	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4922	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4923	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4924	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4925	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4926	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4927	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4928	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4929	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4930	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4931	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4932	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4933	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4934	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4935	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4936	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4937	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4938	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4939	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4940	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4941	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4942	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4943	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4944	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4945	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
4946	0+4	0	0	-1	-1	0	0	-1	-1	-1	英雄进化	99	-1	-1	0	1	0	0	1	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	4
